subjectID activityName domain signal_type sensor statistic jerk magnitude axis obs average
3270 7 walking time body gyroscope stdDev TRUE TRUE NA 57 -0.0953401161070176
3271 7 walking time gravity accelerometer mean FALSE FALSE X 19 0.932680993684211
3272 7 walking time gravity accelerometer mean FALSE FALSE Y 19 -0.156763670526316
3273 7 walking time gravity accelerometer mean FALSE FALSE Z 19 -0.151103753500526
3274 7 walking time gravity accelerometer mean FALSE FALSE NA 114 0.202175677340447
3275 7 walking time gravity accelerometer mean FALSE TRUE NA 57 -0.0978090439438596
3276 7 walking time gravity accelerometer stdDev FALSE FALSE X 19 -0.979058042631579
3277 7 walking time gravity accelerometer stdDev FALSE FALSE Y 19 -0.967013786315789
3278 7 walking time gravity accelerometer stdDev FALSE FALSE Z 19 -0.956280211578947
3279 7 walking time gravity accelerometer stdDev FALSE FALSE NA 114 -0.966982258421053
3280 7 walking time gravity accelerometer stdDev FALSE TRUE NA 57 -0.198554708385965
3281 7 walking_downstairs frequency body accelerometer mean FALSE FALSE X 16 0.0388710026875
3282 7 walking_downstairs frequency body accelerometer mean FALSE FALSE Y 16 -0.165817887
3283 7 walking_downstairs frequency body accelerometer mean FALSE FALSE Z 15 -0.143687851466667
3284 7 walking_downstairs frequency body accelerometer mean FALSE FALSE NA 94 -0.0755509582340426
3285 7 walking_downstairs frequency body accelerometer mean FALSE TRUE NA 47 0.218911066191489
3286 7 walking_downstairs frequency body accelerometer mean TRUE FALSE X 16 -0.02382368995
3287 7 walking_downstairs frequency body accelerometer mean TRUE FALSE Y 16 -0.3351854891875
3288 7 walking_downstairs frequency body accelerometer mean TRUE FALSE Z 15 -0.309160978666667
3289 7 walking_downstairs frequency body accelerometer mean TRUE FALSE NA 94 -0.211184896743617
3290 7 walking_downstairs frequency body accelerometer mean TRUE TRUE NA 47 0.067389886106383
3291 7 walking_downstairs frequency body accelerometer stdDev FALSE FALSE X 16 0.07569833249375
3292 7 walking_downstairs frequency body accelerometer stdDev FALSE FALSE Y 16 -0.2000092281875
3293 7 walking_downstairs frequency body accelerometer stdDev FALSE FALSE Z 15 -0.112710377666667
3294 7 walking_downstairs frequency body accelerometer stdDev FALSE FALSE NA 94 -0.069503777062766
3295 7 walking_downstairs frequency body accelerometer stdDev FALSE TRUE NA 47 0.0214440976893617
3296 7 walking_downstairs frequency body accelerometer stdDev TRUE FALSE X 16 -0.009070435025
3297 7 walking_downstairs frequency body accelerometer stdDev TRUE FALSE Y 16 -0.3369660480625
3298 7 walking_downstairs frequency body accelerometer stdDev TRUE FALSE Z 15 -0.40574545
3299 7 walking_downstairs frequency body accelerometer stdDev TRUE FALSE NA 94 -0.239561536346809
3300 7 walking_downstairs frequency body accelerometer stdDev TRUE TRUE NA 47 0.107856840302128
3301 7 walking_downstairs frequency body gyroscope mean FALSE FALSE X 16 -0.344007964875
3302 7 walking_downstairs frequency body gyroscope mean FALSE FALSE Y 16 -0.2118870036875
3303 7 walking_downstairs frequency body gyroscope mean FALSE FALSE Z 15 -0.323358791333333
3304 7 walking_downstairs frequency body gyroscope mean FALSE FALSE NA 94 -0.280452178
3305 7 walking_downstairs frequency body gyroscope mean FALSE TRUE NA 47 -0.255045057404255
3306 7 walking_downstairs frequency body gyroscope mean TRUE TRUE NA 47 -0.289096677191489
3307 7 walking_downstairs frequency body gyroscope stdDev FALSE FALSE X 16 -0.42904027625
3308 7 walking_downstairs frequency body gyroscope stdDev FALSE FALSE Y 16 -0.364847883125
3309 7 walking_downstairs frequency body gyroscope stdDev FALSE FALSE Z 15 -0.499756466666667
3310 7 walking_downstairs frequency body gyroscope stdDev FALSE FALSE NA 94 -0.424906113606383
3311 7 walking_downstairs frequency body gyroscope stdDev FALSE TRUE NA 47 -0.396909651702128
3312 7 walking_downstairs frequency body gyroscope stdDev TRUE TRUE NA 47 -0.353544695678723
3313 7 walking_downstairs time body accelerometer mean FALSE FALSE X 16 0.283593959375
3314 7 walking_downstairs time body accelerometer mean FALSE FALSE Y 16 -0.013264629075
3315 7 walking_downstairs time body accelerometer mean FALSE FALSE Z 15 -0.098149795
3316 7 walking_downstairs time body accelerometer mean FALSE FALSE NA 94 0.0530164653574468
3317 7 walking_downstairs time body accelerometer mean FALSE TRUE NA 47 0.0198795285851064
3318 7 walking_downstairs time body accelerometer mean TRUE FALSE X 16 -0.021273462375
3319 7 walking_downstairs time body accelerometer mean TRUE FALSE Y 16 0.014251329125
3320 7 walking_downstairs time body accelerometer mean TRUE FALSE Z 15 -0.0964895120666667
3321 7 walking_downstairs time body accelerometer mean TRUE FALSE NA 94 0.0474662551351064
3322 7 walking_downstairs time body accelerometer mean TRUE TRUE NA 47 -0.170319619372979
3323 7 walking_downstairs time body accelerometer stdDev FALSE FALSE X 16 0.066784116225
3324 7 walking_downstairs time body accelerometer stdDev FALSE FALSE Y 16 -0.15260436668125
3325 7 walking_downstairs time body accelerometer stdDev FALSE FALSE Z 15 -0.0739767883333333
3326 7 walking_downstairs time body accelerometer stdDev FALSE FALSE NA 94 -0.0414563698515957
3327 7 walking_downstairs time body accelerometer stdDev FALSE TRUE NA 47 0.214544028088723
3328 7 walking_downstairs time body accelerometer stdDev TRUE FALSE X 16 0.03019393475
3329 7 walking_downstairs time body accelerometer stdDev TRUE FALSE Y 16 -0.3128051025625
3330 7 walking_downstairs time body accelerometer stdDev TRUE FALSE Z 15 -0.358216854
3331 7 walking_downstairs time body accelerometer stdDev TRUE FALSE NA 94 -0.202175727526064
3332 7 walking_downstairs time body accelerometer stdDev TRUE TRUE NA 47 0.0901836280510638
3333 7 walking_downstairs time body gyroscope mean FALSE FALSE X 16 -0.148451383125
3334 7 walking_downstairs time body gyroscope mean FALSE FALSE Y 16 -0.0480153355125
3335 7 walking_downstairs time body gyroscope mean FALSE FALSE Z 15 0.101045089
3336 7 walking_downstairs time body gyroscope mean FALSE FALSE NA 94 -0.00179922499457447
3337 7 walking_downstairs time body gyroscope mean FALSE TRUE NA 47 -0.18874081887234
3338 7 walking_downstairs time body gyroscope mean TRUE FALSE X 16 -0.03279756935
3339 7 walking_downstairs time body gyroscope mean TRUE FALSE Y 16 -0.092917204
3340 7 walking_downstairs time body gyroscope mean TRUE FALSE Z 15 -0.0274973707466667
3341 7 walking_downstairs time body gyroscope mean TRUE FALSE NA 94 -0.0626462189446809
3342 7 walking_downstairs time body gyroscope mean TRUE TRUE NA 47 -0.399229959148936
3343 7 walking_downstairs time body gyroscope stdDev FALSE FALSE X 16 -0.40554002125
3344 7 walking_downstairs time body gyroscope stdDev FALSE FALSE Y 16 -0.2992518539375
3345 7 walking_downstairs time body gyroscope stdDev FALSE FALSE Z 15 -0.411649112666667
3346 7 walking_downstairs time body gyroscope stdDev FALSE FALSE NA 94 -0.365057561106383
3347 7 walking_downstairs time body gyroscope stdDev FALSE TRUE NA 47 -0.259751603446809
3348 7 walking_downstairs time body gyroscope stdDev TRUE FALSE X 16 -0.507687235625
3349 7 walking_downstairs time body gyroscope stdDev TRUE FALSE Y 16 -0.2909044919375
3350 7 walking_downstairs time body gyroscope stdDev TRUE FALSE Z 15 -0.440134128666667
3351 7 walking_downstairs time body gyroscope stdDev TRUE FALSE NA 94 -0.411561121242553
3352 7 walking_downstairs time body gyroscope stdDev TRUE TRUE NA 47 -0.29477867693617
3353 7 walking_downstairs time gravity accelerometer mean FALSE FALSE X 16 0.93008499125
3354 7 walking_downstairs time gravity accelerometer mean FALSE FALSE Y 16 -0.132446201875
3355 7 walking_downstairs time gravity accelerometer mean FALSE FALSE Z 15 -0.15226988004
3356 7 walking_downstairs time gravity accelerometer mean FALSE FALSE NA 94 0.211438291117021
3357 7 walking_downstairs time gravity accelerometer mean FALSE TRUE NA 47 0.0198795285851064
3358 7 walking_downstairs time gravity accelerometer stdDev FALSE FALSE X 16 -0.96959771
3359 7 walking_downstairs time gravity accelerometer stdDev FALSE FALSE Y 16 -0.95555721875
3360 7 walking_downstairs time gravity accelerometer stdDev FALSE FALSE Z 15 -0.941199261333333
3361 7 walking_downstairs time gravity accelerometer stdDev FALSE FALSE NA 94 -0.945278245957447
3362 7 walking_downstairs time gravity accelerometer stdDev FALSE TRUE NA 47 0.214544028088723
3363 7 walking_upstairs frequency body accelerometer mean FALSE FALSE X 17 -0.336590379411765
3364 7 walking_upstairs frequency body accelerometer mean FALSE FALSE Y 17 -0.407039257058824
3365 7 walking_upstairs frequency body accelerometer mean FALSE FALSE Z 17 -0.311682280588235
3366 7 walking_upstairs frequency body accelerometer mean FALSE FALSE NA 102 -0.341740165980392
3367 7 walking_upstairs frequency body accelerometer mean FALSE TRUE NA 51 -0.378618761568627
3368 7 walking_upstairs frequency body accelerometer mean TRUE FALSE X 17 -0.462763628235294
3369 7 walking_upstairs frequency body accelerometer mean TRUE FALSE Y 17 -0.558184358823529
3370 7 walking_upstairs frequency body accelerometer mean TRUE FALSE Z 17 -0.577018841764706
3371 7 walking_upstairs frequency body accelerometer mean TRUE FALSE NA 102 -0.520416234607843
3372 7 walking_upstairs frequency body accelerometer mean TRUE TRUE NA 51 -0.45478324745098
3373 7 walking_upstairs frequency body accelerometer stdDev FALSE FALSE X 17 -0.303112007058824
3374 7 walking_upstairs frequency body accelerometer stdDev FALSE FALSE Y 17 -0.339534851176471
3375 7 walking_upstairs frequency body accelerometer stdDev FALSE FALSE Z 17 -0.130578950294118
3376 7 walking_upstairs frequency body accelerometer stdDev FALSE FALSE NA 102 -0.244032986211765
3377 7 walking_upstairs frequency body accelerometer stdDev FALSE TRUE NA 51 -0.415307106666667
3378 7 walking_upstairs frequency body accelerometer stdDev TRUE FALSE X 17 -0.438555780588235
3379 7 walking_upstairs frequency body accelerometer stdDev TRUE FALSE Y 17 -0.551782267647059
3380 7 walking_upstairs frequency body accelerometer stdDev TRUE FALSE Z 17 -0.626325372941177
3381 7 walking_upstairs frequency body accelerometer stdDev TRUE FALSE NA 102 -0.527098565
3382 7 walking_upstairs frequency body accelerometer stdDev TRUE TRUE NA 51 -0.497441363137255
3383 7 walking_upstairs frequency body gyroscope mean FALSE FALSE X 17 -0.391007156470588
3384 7 walking_upstairs frequency body gyroscope mean FALSE FALSE Y 17 -0.576229208823529
3385 7 walking_upstairs frequency body gyroscope mean FALSE FALSE Z 17 -0.395390517058824
3386 7 walking_upstairs frequency body gyroscope mean FALSE FALSE NA 102 -0.45287545754902
3387 7 walking_upstairs frequency body gyroscope mean FALSE TRUE NA 51 -0.533982945882353
3388 7 walking_upstairs frequency body gyroscope mean TRUE TRUE NA 51 -0.673327281960784
3389 7 walking_upstairs frequency body gyroscope stdDev FALSE FALSE X 17 -0.358134743
3390 7 walking_upstairs frequency body gyroscope stdDev FALSE FALSE Y 17 -0.587674655882353
3391 7 walking_upstairs frequency body gyroscope stdDev FALSE FALSE Z 17 -0.356291148588235
3392 7 walking_upstairs frequency body gyroscope stdDev FALSE FALSE NA 102 -0.4538154755
3393 7 walking_upstairs frequency body gyroscope stdDev FALSE TRUE NA 51 -0.444994481882353
3394 7 walking_upstairs frequency body gyroscope stdDev TRUE TRUE NA 51 -0.704090967843137
3395 7 walking_upstairs time body accelerometer mean FALSE FALSE X 17 0.233784313294118
3396 7 walking_upstairs time body accelerometer mean FALSE FALSE Y 17 -0.021576372
3397 7 walking_upstairs time body accelerometer mean FALSE FALSE Z 17 -0.140034002117647
3398 7 walking_upstairs time body accelerometer mean FALSE FALSE NA 102 0.0266576769941176
3399 7 walking_upstairs time body accelerometer mean FALSE TRUE NA 51 -0.198074437978431
3400 7 walking_upstairs time body accelerometer mean TRUE FALSE X 17 0.0648020180411765
3401 7 walking_upstairs time body accelerometer mean TRUE FALSE Y 17 -0.021565803
3402 7 walking_upstairs time body accelerometer mean TRUE FALSE Z 17 -0.0515247552352941
3403 7 walking_upstairs time body accelerometer mean TRUE FALSE NA 102 0.0371704669186275
3404 7 walking_upstairs time body accelerometer mean TRUE TRUE NA 51 -0.458695232352941
3405 7 walking_upstairs time body accelerometer stdDev FALSE FALSE X 17 -0.312170437058824
3406 7 walking_upstairs time body accelerometer stdDev FALSE FALSE Y 17 -0.333715957058824
3407 7 walking_upstairs time body accelerometer stdDev FALSE FALSE Z 17 -0.148254462152941
3408 7 walking_upstairs time body accelerometer stdDev FALSE FALSE NA 102 -0.250992201941176
3409 7 walking_upstairs time body accelerometer stdDev FALSE TRUE NA 51 -0.33474460745098
3410 7 walking_upstairs time body accelerometer stdDev TRUE FALSE X 17 -0.425915448235294
3411 7 walking_upstairs time body accelerometer stdDev TRUE FALSE Y 17 -0.539990982352941
3412 7 walking_upstairs time body accelerometer stdDev TRUE FALSE Z 17 -0.602724468235294
3413 7 walking_upstairs time body accelerometer stdDev TRUE FALSE NA 102 -0.509991090784314
3414 7 walking_upstairs time body accelerometer stdDev TRUE TRUE NA 51 -0.471265710980392
3415 7 walking_upstairs time body gyroscope mean FALSE FALSE X 17 -0.135029821647059
3416 7 walking_upstairs time body gyroscope mean FALSE FALSE Y 17 0.00543859364529412
3417 7 walking_upstairs time body gyroscope mean FALSE FALSE Z 17 0.138596876411765
3418 7 walking_upstairs time body gyroscope mean FALSE FALSE NA 102 -0.00251726952647059
3419 7 walking_upstairs time body gyroscope mean FALSE TRUE NA 51 -0.239099165627451
3420 7 walking_upstairs time body gyroscope mean TRUE FALSE X 17 -0.107547725605882
3421 7 walking_upstairs time body gyroscope mean TRUE FALSE Y 17 -0.0332150554882353
3422 7 walking_upstairs time body gyroscope mean TRUE FALSE Z 17 -0.117148432347059
3423 7 walking_upstairs time body gyroscope mean TRUE FALSE NA 102 -0.0601836702656863
3424 7 walking_upstairs time body gyroscope mean TRUE TRUE NA 51 -0.661969771960784
3425 7 walking_upstairs time body gyroscope stdDev FALSE FALSE X 17 -0.356230306470588
3426 7 walking_upstairs time body gyroscope stdDev FALSE FALSE Y 17 -0.580807932941176
3427 7 walking_upstairs time body gyroscope stdDev FALSE FALSE Z 17 -0.316215708588235
3428 7 walking_upstairs time body gyroscope stdDev FALSE FALSE NA 102 -0.434039396529412
3429 7 walking_upstairs time body gyroscope stdDev FALSE TRUE NA 51 -0.418144852156863
3430 7 walking_upstairs time body gyroscope stdDev TRUE FALSE X 17 -0.618143555294118
3431 7 walking_upstairs time body gyroscope stdDev TRUE FALSE Y 17 -0.676837475294118
3432 7 walking_upstairs time body gyroscope stdDev TRUE FALSE Z 17 -0.673222758823529
3433 7 walking_upstairs time body gyroscope stdDev TRUE FALSE NA 102 -0.657086322352941
3434 7 walking_upstairs time body gyroscope stdDev TRUE TRUE NA 51 -0.67642807254902
3435 7 walking_upstairs time gravity accelerometer mean FALSE FALSE X 17 0.819392561764706
3436 7 walking_upstairs time gravity accelerometer mean FALSE FALSE Y 17 -0.242094152941176
3437 7 walking_upstairs time gravity accelerometer mean FALSE FALSE Z 17 -0.393481865294118
3438 7 walking_upstairs time gravity accelerometer mean FALSE FALSE NA 102 0.0564618625490196
3439 7 walking_upstairs time gravity accelerometer mean FALSE TRUE NA 51 -0.198074437978431
3440 7 walking_upstairs time gravity accelerometer stdDev FALSE FALSE X 17 -0.927401864705882
3441 7 walking_upstairs time gravity accelerometer stdDev FALSE FALSE Y 17 -0.941119908235294
3442 7 walking_upstairs time gravity accelerometer stdDev FALSE FALSE Z 17 -0.874592866470588
3443 7 walking_upstairs time gravity accelerometer stdDev FALSE FALSE NA 102 -0.919950835980392
3444 7 walking_upstairs time gravity accelerometer stdDev FALSE TRUE NA 51 -0.33474460745098
3445 8 laying frequency body accelerometer mean FALSE FALSE X 18 -0.971332307777778
3446 8 laying frequency body accelerometer mean FALSE FALSE Y 18 -0.942007782222222
3447 8 laying frequency body accelerometer mean FALSE FALSE Z 18 -0.9306614
3448 8 laying frequency body accelerometer mean FALSE FALSE NA 108 -0.9508121225
3449 8 laying frequency body accelerometer mean FALSE TRUE NA 54 -0.932279645518518
3450 8 laying frequency body accelerometer mean TRUE FALSE X 18 -0.977479773888889
3451 8 laying frequency body accelerometer mean TRUE FALSE Y 18 -0.970531986666667
3452 8 laying frequency body accelerometer mean TRUE FALSE Z 18 -0.96149985
3453 8 laying frequency body accelerometer mean TRUE FALSE NA 108 -0.970630983333333
3454 8 laying frequency body accelerometer mean TRUE TRUE NA 54 -0.961792852407407
3455 8 laying frequency body accelerometer stdDev FALSE FALSE X 18 -0.962954735555556
3456 8 laying frequency body accelerometer stdDev FALSE FALSE Y 18 -0.929072115
3457 8 laying frequency body accelerometer stdDev FALSE FALSE Z 18 -0.918383765888889
3458 8 laying frequency body accelerometer stdDev FALSE FALSE NA 108 -0.932852507
3459 8 laying frequency body accelerometer stdDev FALSE TRUE NA 54 -0.917257979425926
3460 8 laying frequency body accelerometer stdDev TRUE FALSE X 18 -0.980147492222222
3461 8 laying frequency body accelerometer stdDev TRUE FALSE Y 18 -0.974919915555556
3462 8 laying frequency body accelerometer stdDev TRUE FALSE Z 18 -0.968347826666667
3463 8 laying frequency body accelerometer stdDev TRUE FALSE NA 108 -0.974679135648148
3464 8 laying frequency body accelerometer stdDev TRUE TRUE NA 54 -0.963791094259259
3465 8 laying frequency body gyroscope mean FALSE FALSE X 18 -0.959522946111111
3466 8 laying frequency body gyroscope mean FALSE FALSE Y 18 -0.957776808888889
3467 8 laying frequency body gyroscope mean FALSE FALSE Z 18 -0.965387520555556
3468 8 laying frequency body gyroscope mean FALSE FALSE NA 108 -0.960940263425926
3469 8 laying frequency body gyroscope mean FALSE TRUE NA 54 -0.944528950555556
3470 8 laying frequency body gyroscope mean TRUE TRUE NA 54 -0.968403945925926
3471 8 laying frequency body gyroscope stdDev FALSE FALSE X 18 -0.969368977777778
3472 8 laying frequency body gyroscope stdDev FALSE FALSE Y 18 -0.950789762222222
3473 8 laying frequency body gyroscope stdDev FALSE FALSE Z 18 -0.970752355555556
3474 8 laying frequency body gyroscope stdDev FALSE FALSE NA 108 -0.962598883148148
3475 8 laying frequency body gyroscope stdDev FALSE TRUE NA 54 -0.93678697
3476 8 laying frequency body gyroscope stdDev TRUE TRUE NA 54 -0.971793279814815
3477 8 laying time body accelerometer mean FALSE FALSE X 18 0.295292630555556
3478 8 laying time body accelerometer mean FALSE FALSE Y 18 -0.0221363212055556
3479 8 laying time body accelerometer mean FALSE FALSE Z 18 -0.097069131
3480 8 laying time body accelerometer mean FALSE FALSE NA 108 0.0395425088957407
3481 8 laying time body accelerometer mean FALSE TRUE NA 54 -0.935308633888889
3482 8 laying time body accelerometer mean TRUE FALSE X 18 0.0710474486111111
3483 8 laying time body accelerometer mean TRUE FALSE Y 18 0.0314509835777778
3484 8 laying time body accelerometer mean TRUE FALSE Z 18 -0.0374075445305556
3485 8 laying time body accelerometer mean TRUE FALSE NA 108 0.0362718822428704
3486 8 laying time body accelerometer mean TRUE TRUE NA 54 -0.97314748962963
3487 8 laying time body accelerometer stdDev FALSE FALSE X 18 -0.964754512777778
3488 8 laying time body accelerometer stdDev FALSE FALSE Y 18 -0.9301453
3489 8 laying time body accelerometer stdDev FALSE FALSE Z 18 -0.919089058777778
3490 8 laying time body accelerometer stdDev FALSE FALSE NA 108 -0.93621376962963
3491 8 laying time body accelerometer stdDev FALSE TRUE NA 54 -0.91325033
3492 8 laying time body accelerometer stdDev TRUE FALSE X 18 -0.977751979444444
3493 8 laying time body accelerometer stdDev TRUE FALSE Y 18 -0.971489895
3494 8 laying time body accelerometer stdDev TRUE FALSE Z 18 -0.965553812222222
3495 8 laying time body accelerometer stdDev TRUE FALSE NA 108 -0.972131503333333
3496 8 laying time body accelerometer stdDev TRUE TRUE NA 54 -0.962954517222222
3497 8 laying time body gyroscope mean FALSE FALSE X 18 4.75043111111111e-05
3498 8 laying time body gyroscope mean FALSE FALSE Y 18 -0.0770599568
3499 8 laying time body gyroscope mean FALSE FALSE Z 18 0.1342577775
3500 8 laying time body gyroscope mean FALSE FALSE NA 108 0.017661365287963
3501 8 laying time body gyroscope mean FALSE TRUE NA 54 -0.924253348518518
3502 8 laying time body gyroscope mean TRUE FALSE X 18 -0.107880486611111
3503 8 laying time body gyroscope mean TRUE FALSE Y 18 -0.0476830756666667
3504 8 laying time body gyroscope mean TRUE FALSE Z 18 -0.069290172
3505 8 laying time body gyroscope mean TRUE FALSE NA 108 -0.0699397992601852
3506 8 laying time body gyroscope mean TRUE TRUE NA 54 -0.978438191296296
3507 8 laying time body gyroscope stdDev FALSE FALSE X 18 -0.96666017
3508 8 laying time body gyroscope stdDev FALSE FALSE Y 18 -0.95223153
3509 8 laying time body gyroscope stdDev FALSE FALSE Z 18 -0.967091976666667
3510 8 laying time body gyroscope stdDev FALSE FALSE NA 108 -0.961419299537037
3511 8 laying time body gyroscope stdDev FALSE TRUE NA 54 -0.932470764444444
3512 8 laying time body gyroscope stdDev TRUE FALSE X 18 -0.968739549444444
3513 8 laying time body gyroscope stdDev TRUE FALSE Y 18 -0.973831800555556
3514 8 laying time body gyroscope stdDev TRUE FALSE Z 18 -0.985098894444444
3515 8 laying time body gyroscope stdDev TRUE FALSE NA 108 -0.977910825740741
3516 8 laying time body gyroscope stdDev TRUE TRUE NA 54 -0.969029111666667
3517 8 laying time gravity accelerometer mean FALSE FALSE X 18 -0.405978812777778
3518 8 laying time gravity accelerometer mean FALSE FALSE Y 18 0.580079922777778
3519 8 laying time gravity accelerometer mean FALSE FALSE Z 18 0.726036394444444
3520 8 laying time gravity accelerometer mean FALSE FALSE NA 108 0.301889051574074
3521 8 laying time gravity accelerometer mean FALSE TRUE NA 54 -0.935308633888889
3522 8 laying time gravity accelerometer stdDev FALSE FALSE X 18 -0.957222390555556
3523 8 laying time gravity accelerometer stdDev FALSE FALSE Y 18 -0.954861002777778
3524 8 laying time gravity accelerometer stdDev FALSE FALSE Z 18 -0.9224345465
3525 8 laying time gravity accelerometer stdDev FALSE FALSE NA 108 -0.936930089453704
3526 8 laying time gravity accelerometer stdDev FALSE TRUE NA 54 -0.91325033
3527 8 sitting frequency body accelerometer mean FALSE FALSE X 16 -0.97544569125
3528 8 sitting frequency body accelerometer mean FALSE FALSE Y 15 -0.945904966
3529 8 sitting frequency body accelerometer mean FALSE FALSE Z 15 -0.973213935333333
3530 8 sitting frequency body accelerometer mean FALSE FALSE NA 92 -0.959856902173913
3531 8 sitting frequency body accelerometer mean FALSE TRUE NA 46 -0.947981783478261
3532 8 sitting frequency body accelerometer mean TRUE FALSE X 16 -0.980505865
3533 8 sitting frequency body accelerometer mean TRUE FALSE Y 15 -0.985972371333333
3534 8 sitting frequency body accelerometer mean TRUE FALSE Z 15 -0.982757132
3535 8 sitting frequency body accelerometer mean TRUE FALSE NA 92 -0.982585578043478
3536 8 sitting frequency body accelerometer mean TRUE TRUE NA 46 -0.980932292391304
3537 8 sitting frequency body accelerometer stdDev FALSE FALSE X 16 -0.9712537375
3538 8 sitting frequency body accelerometer stdDev FALSE FALSE Y 15 -0.926754112
3539 8 sitting frequency body accelerometer stdDev FALSE FALSE Z 15 -0.955169844666667
3540 8 sitting frequency body accelerometer stdDev FALSE FALSE NA 92 -0.942239152065217
3541 8 sitting frequency body accelerometer stdDev FALSE TRUE NA 46 -0.93172124
3542 8 sitting frequency body accelerometer stdDev TRUE FALSE X 16 -0.98300192625
3543 8 sitting frequency body accelerometer stdDev TRUE FALSE Y 15 -0.987814414666667
3544 8 sitting frequency body accelerometer stdDev TRUE FALSE Z 15 -0.985913758666667
3545 8 sitting frequency body accelerometer stdDev TRUE FALSE NA 92 -0.985308508478261
3546 8 sitting frequency body accelerometer stdDev TRUE TRUE NA 46 -0.97932021173913
3547 8 sitting frequency body gyroscope mean FALSE FALSE X 16 -0.97846099
3548 8 sitting frequency body gyroscope mean FALSE FALSE Y 15 -0.979542693333333
3549 8 sitting frequency body gyroscope mean FALSE FALSE Z 15 -0.969014119333333
3550 8 sitting frequency body gyroscope mean FALSE FALSE NA 92 -0.972427829347826
3551 8 sitting frequency body gyroscope mean FALSE TRUE NA 46 -0.965806789347826
3552 8 sitting frequency body gyroscope mean TRUE TRUE NA 46 -0.987730604130435
3553 8 sitting frequency body gyroscope stdDev FALSE FALSE X 16 -0.982345836875
3554 8 sitting frequency body gyroscope stdDev FALSE FALSE Y 15 -0.973826426666667
3555 8 sitting frequency body gyroscope stdDev FALSE FALSE Z 15 -0.968065453333333
3556 8 sitting frequency body gyroscope stdDev FALSE FALSE NA 92 -0.970992433586957
3557 8 sitting frequency body gyroscope stdDev FALSE TRUE NA 46 -0.953251156521739
3558 8 sitting frequency body gyroscope stdDev TRUE TRUE NA 46 -0.986147262608696
3559 8 sitting time body accelerometer mean FALSE FALSE X 16 0.2527465840625
3560 8 sitting time body accelerometer mean FALSE FALSE Y 15 -0.00756324214666667
3561 8 sitting time body accelerometer mean FALSE FALSE Z 15 -0.113445576133333
3562 8 sitting time body accelerometer mean FALSE FALSE NA 92 0.0539262297652174
3563 8 sitting time body accelerometer mean FALSE TRUE NA 46 -0.952139704347826
3564 8 sitting time body accelerometer mean TRUE FALSE X 16 0.0830464416875
3565 8 sitting time body accelerometer mean TRUE FALSE Y 15 -0.0172422591638667
3566 8 sitting time body accelerometer mean TRUE FALSE Z 15 0.00701868005333333
3567 8 sitting time body accelerometer mean TRUE FALSE NA 92 0.0179316889918478
3568 8 sitting time body accelerometer mean TRUE TRUE NA 46 -0.986061512173913
3569 8 sitting time body accelerometer stdDev FALSE FALSE X 16 -0.97234999625
3570 8 sitting time body accelerometer stdDev FALSE FALSE Y 15 -0.930119477333333
3571 8 sitting time body accelerometer stdDev FALSE FALSE Z 15 -0.959238617333333
3572 8 sitting time body accelerometer stdDev FALSE FALSE NA 92 -0.945803727206522
3573 8 sitting time body accelerometer stdDev FALSE TRUE NA 46 -0.929943615630435
3574 8 sitting time body accelerometer stdDev TRUE FALSE X 16 -0.98076462625
3575 8 sitting time body accelerometer stdDev TRUE FALSE Y 15 -0.986315048
3576 8 sitting time body accelerometer stdDev TRUE FALSE Z 15 -0.985020721333333
3577 8 sitting time body accelerometer stdDev TRUE FALSE NA 92 -0.98364838173913
3578 8 sitting time body accelerometer stdDev TRUE TRUE NA 46 -0.980667377391304
3579 8 sitting time body gyroscope mean FALSE FALSE X 16 -0.06149968875
3580 8 sitting time body gyroscope mean FALSE FALSE Y 15 -0.0953254546
3581 8 sitting time body gyroscope mean FALSE FALSE Z 15 0.0608931084
3582 8 sitting time body gyroscope mean FALSE FALSE NA 92 -0.0230123031630435
3583 8 sitting time body gyroscope mean FALSE TRUE NA 46 -0.93268224326087
3584 8 sitting time body gyroscope mean TRUE FALSE X 16 -0.0938098688125
3585 8 sitting time body gyroscope mean TRUE FALSE Y 15 -0.0399602716
3586 8 sitting time body gyroscope mean TRUE FALSE Z 15 -0.04826355438
3587 8 sitting time body gyroscope mean TRUE FALSE NA 92 -0.0578787338184783
3588 8 sitting time body gyroscope mean TRUE TRUE NA 46 -0.991807428043478
3589 8 sitting time body gyroscope stdDev FALSE FALSE X 16 -0.981314849375
3590 8 sitting time body gyroscope stdDev FALSE FALSE Y 15 -0.975768071333333
3591 8 sitting time body gyroscope stdDev FALSE FALSE Z 15 -0.965767726
3592 8 sitting time body gyroscope stdDev FALSE FALSE NA 92 -0.970605947391304
3593 8 sitting time body gyroscope stdDev FALSE TRUE NA 46 -0.953001632173913
3594 8 sitting time body gyroscope stdDev TRUE FALSE X 16 -0.99111074
3595 8 sitting time body gyroscope stdDev TRUE FALSE Y 15 -0.991347711333333
3596 8 sitting time body gyroscope stdDev TRUE FALSE Z 15 -0.985510135333333
3597 8 sitting time body gyroscope stdDev TRUE FALSE NA 92 -0.989010300217391
3598 8 sitting time body gyroscope stdDev TRUE TRUE NA 46 -0.986756670869565
3599 8 sitting time gravity accelerometer mean FALSE FALSE X 16 0.84066082
3600 8 sitting time gravity accelerometer mean FALSE FALSE Y 15 0.247029782066667
